Course,Institution,Link,GoogleMaps
Educação Básica,Universidade da Madeira - Faculdade de Ciências Sociais,detcursopi.asp?codc=9853&code=1308,http://maps.google.pt/maps?z=20&t=k&q=loc:32.65928+-16.9251
Educação Básica,Universidade do Minho,detcursopi.asp?codc=9853&code=1000,http://maps.google.pt/maps?z=20&t=k&q=loc:41.33284+-8.253481
Educação Básica,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,detcursopi.asp?codc=9853&code=1202,http://maps.google.pt/maps?z=20&t=k&q=loc:41.28739+-7.738986
Educação Básica,Instituto Politécnico de Beja - Escola Superior de Educação,detcursopi.asp?codc=9853&code=3022,http://maps.google.pt/maps?z=20&t=k&q=loc:38.01385+-7.874671
Educação Básica,Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança,detcursopi.asp?codc=9853&code=3042,http://maps.google.pt/maps?z=20&t=k&q=loc:41.7977+-6.7672
Educação Básica,Instituto Politécnico de Castelo Branco - Escola Superior de Educação de Castelo Branco,detcursopi.asp?codc=9853&code=3052,http://maps.google.pt/maps?z=20&t=k&q=loc:39.8191+-7.495828
Educação Básica,Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra,detcursopi.asp?codc=9853&code=3062,http://maps.google.pt/maps?z=20&t=k&q=loc:40.20522+-8.405957
Educação Básica,"Instituto Politécnico da Guarda - Escola Superior de Educação, Comunicação e Desporto",detcursopi.asp?codc=9853&code=3091,http://maps.google.pt/maps?z=20&t=k&q=loc:40.54139+-7.28329
Educação Básica,Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais,detcursopi.asp?codc=9853&code=3101,http://maps.google.pt/maps?z=20&t=k&q=loc:39.73972+-8.811389
Educação Básica,Instituto Politécnico de Lisboa - Escola Superior de Educação,detcursopi.asp?codc=9853&code=3112,http://maps.google.pt/maps?z=20&t=k&q=loc:38.74616+-9.195106
Educação Básica,Instituto Politécnico de Portalegre - Escola Superior de Educação e Ciências Sociais,detcursopi.asp?codc=9853&code=3121,http://maps.google.pt/maps?z=20&t=k&q=loc:39.28958+-7.429967
Educação Básica,Instituto Politécnico do Porto - Escola Superior de Educação,detcursopi.asp?codc=9853&code=3131,http://maps.google.pt/maps?z=20&t=k&q=loc:41.1799+-8.598137
Educação Básica,Instituto Politécnico de Santarém - Escola Superior de Educação de Santarém,detcursopi.asp?codc=9853&code=3142,http://maps.google.pt/maps?z=20&t=k&q=loc:39.22225+-8.688641
Educação Básica,Instituto Politécnico de Setúbal - Escola Superior de Educação,detcursopi.asp?codc=9853&code=3151,http://maps.google.pt/maps?z=20&t=k&q=loc:38.51978+-8.838278
Educação Básica,Instituto Politécnico de Viana do Castelo - Escola Superior de Educação,detcursopi.asp?codc=9853&code=3162,http://maps.google.pt/maps?z=20&t=k&q=loc:41.70303+-8.820739
Educação Básica,Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu,detcursopi.asp?codc=9853&code=3181,http://maps.google.pt/maps?z=20&t=k&q=loc:40.66005+-7.913927
Educação Básica,Universidade do Algarve - Escola Superior de Educação e Comunicação,detcursopi.asp?codc=9853&code=3081,http://maps.google.pt/maps?z=20&t=k&q=loc:37.02903+-7.922722
Educação Básica,"ISPA - Instituto Universitário de Ciências Psicológicas, Sociais e da Vida",detcursopi.asp?codc=9853&code=4450,http://maps.google.pt/maps?z=20&t=k&q=loc:38.71216+-9.125942
Educação Básica,Escola Superior de Educação de Fafe,detcursopi.asp?codc=9853&code=4076,http://maps.google.pt/maps?z=20&t=k&q=loc:41.46357+-8.153696
Educação Básica,Escola Superior de Educação de João de Deus,detcursopi.asp?codc=9853&code=4080,http://maps.google.pt/maps?z=20&t=k&q=loc:38.71589+-9.158396
Educação Básica,Escola Superior de Educação de Paula Frassinetti,detcursopi.asp?codc=9853&code=4085,http://maps.google.pt/maps?z=20&t=k&q=loc:41.16028+-8.6025
Educação Básica,Instituto Politécnico Jean Piaget do Norte - Escola Superior de Desporto e Educação Jean Piaget de Vila Nova de Gaia,detcursopi.asp?codc=9853&code=4627,http://maps.google.pt/maps?z=20&t=k&q=loc:41.07755+-8.635221
Educação Básica,Instituto Politécnico Jean Piaget do Sul - Escola Superior de Educação Jean Piaget de Almada,detcursopi.asp?codc=9853&code=4601,http://maps.google.pt/maps?z=20&t=k&q=loc:39.61613+-9.17839
Educação Básica,Instituto Politécnico da Lusofonia - Escola Superior de Educação da Lusofonia,detcursopi.asp?codc=9853&code=4616,http://maps.google.pt/maps?z=20&t=k&q=loc:38.74674+-9.100184
Educação Básica,Instituto Superior de Ciências Educativas do Douro,detcursopi.asp?codc=9853&code=4271,http://maps.google.pt/maps?z=20&t=k&q=loc:41.12039+-8.172403
Educação Básica,ISCE - Instituto Superior de Lisboa e Vale do Tejo,detcursopi.asp?codc=9853&code=4270,http://maps.google.pt/maps?z=20&t=k&q=loc:38.8064+-9.191853
Educação Básica,ISEC Lisboa - Instituto Superior de Educação e Ciências,detcursopi.asp?codc=9853&code=4298,http://maps.google.pt/maps?z=20&t=k&q=loc:38.76894+-9.15895
Educação Básica (regime pós-laboral),Instituto Politécnico de Lisboa - Escola Superior de Educação,detcursopi.asp?codc=9876&code=3112,http://maps.google.pt/maps?z=20&t=k&q=loc:38.74616+-9.195106
Educação Física e Desporto,Universidade da Madeira - Faculdade de Ciências Sociais,detcursopi.asp?codc=9736&code=1308,http://maps.google.pt/maps?z=20&t=k&q=loc:32.65928+-16.9251
Educação Física e Desporto,Instituto Superior de Estudos Interculturais e Transdisciplinares de Almada,detcursopi.asp?codc=9736&code=4306,http://maps.google.pt/maps?z=20&t=k&q=loc:38.6664+-9.1769
Educação Física e Desporto,Universidade da Maia,detcursopi.asp?codc=9736&code=4630,http://maps.google.pt/maps?z=20&t=k&q=loc:41.26779+-8.617047
Educação e Formação,Universidade de Lisboa - Instituto de Educação,detcursopi.asp?codc=L040&code=1513,http://maps.google.pt/maps?z=20&t=k&q=loc:38.75282+-9.155494
Educação Musical,Instituto Politécnico do Porto - Escola Superior de Educação,detcursopi.asp?codc=9878&code=3131,http://maps.google.pt/maps?z=20&t=k&q=loc:41.1799+-8.598137
Educação Social,Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança,detcursopi.asp?codc=9084&code=3042,http://maps.google.pt/maps?z=20&t=k&q=loc:41.7977+-6.7672
Educação Social,Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais,detcursopi.asp?codc=9084&code=3101,http://maps.google.pt/maps?z=20&t=k&q=loc:39.73972+-8.811389
Educação Social,Instituto Politécnico de Portalegre - Escola Superior de Educação e Ciências Sociais,detcursopi.asp?codc=9084&code=3121,http://maps.google.pt/maps?z=20&t=k&q=loc:39.28958+-7.429967
Educação Social,Instituto Politécnico do Porto - Escola Superior de Educação,detcursopi.asp?codc=9084&code=3131,http://maps.google.pt/maps?z=20&t=k&q=loc:41.1799+-8.598137
Educação Social,Instituto Politécnico de Santarém - Escola Superior de Educação de Santarém,detcursopi.asp?codc=9084&code=3142,http://maps.google.pt/maps?z=20&t=k&q=loc:39.22225+-8.688641
Educação Social,Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu,detcursopi.asp?codc=9084&code=3181,http://maps.google.pt/maps?z=20&t=k&q=loc:40.66005+-7.913927
Educação Social,Universidade do Algarve - Escola Superior de Educação e Comunicação,detcursopi.asp?codc=9084&code=3081,http://maps.google.pt/maps?z=20&t=k&q=loc:37.02903+-7.922722
Educação Social,Universidade Portucalense Infante D. Henrique,detcursopi.asp?codc=9084&code=2500,http://maps.google.pt/maps?z=20&t=k&q=loc:41.18032+-8.605047
Educação Social,Escola Superior de Educação de Fafe,detcursopi.asp?codc=9084&code=4076,http://maps.google.pt/maps?z=20&t=k&q=loc:41.46357+-8.153696
Educação Social,Escola Superior de Educação de Paula Frassinetti,detcursopi.asp?codc=9084&code=4085,http://maps.google.pt/maps?z=20&t=k&q=loc:41.16028+-8.6025
Educação Social,Instituto Politécnico Jean Piaget do Norte - Escola Superior de Desporto e Educação Jean Piaget de Vila Nova de Gaia,detcursopi.asp?codc=9084&code=4627,http://maps.google.pt/maps?z=20&t=k&q=loc:41.07755+-8.635221
Educação Social,Instituto Politécnico Jean Piaget do Sul - Escola Superior de Educação Jean Piaget de Almada,detcursopi.asp?codc=9084&code=4601,http://maps.google.pt/maps?z=20&t=k&q=loc:39.61613+-9.17839
Educação Social,"Instituto Politécnico da Maia - Escola Superior de Ciências Sociais, Educação e Desporto",detcursopi.asp?codc=9084&code=4581,http://maps.google.pt/maps?z=20&t=k&q=loc:41.26783+-8.6172
Educação Social,Instituto Superior de Ciências Educativas do Douro,detcursopi.asp?codc=9084&code=4271,http://maps.google.pt/maps?z=20&t=k&q=loc:41.12039+-8.172403
Educação Social,Instituto Superior de Ciências da Informação e da Administração,detcursopi.asp?codc=9084&code=4277,http://maps.google.pt/maps?z=20&t=k&q=loc:40.63694+-8.6325
Educação Social,ISCE - Instituto Superior de Lisboa e Vale do Tejo,detcursopi.asp?codc=9084&code=4270,http://maps.google.pt/maps?z=20&t=k&q=loc:38.8064+-9.191853
Educação Social Gerontológica,"Instituto Politécnico da Guarda - Escola Superior de Educação, Comunicação e Desporto",detcursopi.asp?codc=9473&code=3091,http://maps.google.pt/maps?z=20&t=k&q=loc:40.54139+-7.28329
Educação Social (regime pós-laboral),Instituto Politécnico do Porto - Escola Superior de Educação,detcursopi.asp?codc=9879&code=3131,http://maps.google.pt/maps?z=20&t=k&q=loc:41.1799+-8.598137
Eletrónica e Mecânica Industrial,Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda,detcursopi.asp?codc=L194&code=3012,http://maps.google.pt/maps?z=20&t=k&q=loc:40.57429+-8.444219
Empreendedorismo,Instituto Superior Miguel Torga,detcursopi.asp?codc=L185&code=4500,http://maps.google.pt/maps?z=20&t=k&q=loc:40.21349+-8.41318
Energia e Ambiente,Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão,detcursopi.asp?codc=9855&code=3092,http://maps.google.pt/maps?z=20&t=k&q=loc:40.54139+-7.28329
Energias Renováveis,Universidade da Maia,detcursopi.asp?codc=9934&code=4630,http://maps.google.pt/maps?z=20&t=k&q=loc:41.26779+-8.617047
Energias Renováveis e Ambiente,ISEC Lisboa - Instituto Superior de Educação e Ciências,detcursopi.asp?codc=8522&code=4298,http://maps.google.pt/maps?z=20&t=k&q=loc:38.76894+-9.15895
Enfermagem,Escola Superior de Enfermagem de Lisboa,detcursopi.asp?codc=9500&code=7002,http://maps.google.pt/maps?z=20&t=k&q=loc:38.75698+-9.14607
Enfermagem,Instituto Politécnico de Beja - Escola Superior de Saúde,detcursopi.asp?codc=9500&code=7005,http://maps.google.pt/maps?z=20&t=k&q=loc:38.01457+-7.875266
Enfermagem,Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança,detcursopi.asp?codc=9500&code=7015,http://maps.google.pt/maps?z=20&t=k&q=loc:41.80336+-6.76559
Enfermagem,Instituto Politécnico de Castelo Branco - Escola Superior de Saúde Dr. Lopes Dias,detcursopi.asp?codc=9500&code=7020,http://maps.google.pt/maps?z=20&t=k&q=loc:39.82057+-7.51405
Enfermagem,Instituto Politécnico da Guarda - Escola Superior de Saúde da Guarda,detcursopi.asp?codc=9500&code=7040,http://maps.google.pt/maps?z=20&t=k&q=loc:40.52968+-7.276771
Enfermagem,Instituto Politécnico de Leiria - Escola Superior de Saúde,detcursopi.asp?codc=9500&code=7045,http://maps.google.pt/maps?z=20&t=k&q=loc:39.73278+-8.820556
Enfermagem,Instituto Politécnico de Portalegre - Escola Superior de Saúde,detcursopi.asp?codc=9500&code=7055,http://maps.google.pt/maps?z=20&t=k&q=loc:39.30038+-7.425994
Enfermagem,Instituto Politécnico de Santarém - Escola Superior de Saúde de Santarém,detcursopi.asp?codc=9500&code=7065,http://maps.google.pt/maps?z=20&t=k&q=loc:39.24598+-8.701129
Enfermagem,Instituto Politécnico de Setúbal - Escola Superior de Saúde,detcursopi.asp?codc=9500&code=3155,http://maps.google.pt/maps?z=20&t=k&q=loc:38.52306+-8.841667
Enfermagem,Instituto Politécnico de Viana do Castelo - Escola Superior de Saúde,detcursopi.asp?codc=9500&code=7075,http://maps.google.pt/maps?z=20&t=k&q=loc:41.69738+-8.834974
Enfermagem,Instituto Politécnico de Viseu - Escola Superior de Saúde de Viseu,detcursopi.asp?codc=9500&code=7085,http://maps.google.pt/maps?z=20&t=k&q=loc:40.65262+-7.905071
Enfermagem,Universidade dos Açores - Escola Superior de Saúde - Angra do Heroísmo,detcursopi.asp?codc=9500&code=7092,http://maps.google.pt/maps?z=20&t=k&q=loc:38.6585+-27.234
Enfermagem,Universidade dos Açores - Escola Superior de Saúde - Ponta Delgada,detcursopi.asp?codc=9500&code=7093,http://maps.google.pt/maps?z=20&t=k&q=loc:37.74654+-25.66221
Enfermagem,Universidade do Algarve - Escola Superior de Saúde,detcursopi.asp?codc=9500&code=7035,http://maps.google.pt/maps?z=20&t=k&q=loc:37.04394+-7.972298
Enfermagem,Universidade de Aveiro - Escola Superior de Saúde de Aveiro,detcursopi.asp?codc=9500&code=3013,http://maps.google.pt/maps?z=20&t=k&q=loc:40.62451+-8.659866
Enfermagem,Universidade de Coimbra - Escola Superior de Enfermagem,detcursopi.asp?codc=9500&code=7240,http://maps.google.pt/maps?z=20&t=k&q=loc:40.21857+-8.409519
Enfermagem,Universidade de Évora - Escola Superior de Enfermagem de São João de Deus,detcursopi.asp?codc=9500&code=7030,http://maps.google.pt/maps?z=20&t=k&q=loc:38.56826+-7.902039
Enfermagem,Universidade da Madeira - Escola Superior de Saúde,detcursopi.asp?codc=9500&code=1320,http://maps.google.pt/maps?z=20&t=k&q=loc:32.65945+-16.92655
Enfermagem,Universidade do Minho - Escola Superior de Enfermagem,detcursopi.asp?codc=9500&code=7010,http://maps.google.pt/maps?z=20&t=k&q=loc:41.33338+-8.23543
Enfermagem,Universidade do Porto - Escola Superior de Enfermagem,detcursopi.asp?codc=9500&code=7270,http://maps.google.pt/maps?z=20&t=k&q=loc:41.18211+-8.603922
Enfermagem,Universidade de Trás-os-Montes e Alto Douro - Escola Superior de Saúde,detcursopi.asp?codc=9500&code=7080,http://maps.google.pt/maps?z=20&t=k&q=loc:41.28739+-7.738986
Enfermagem,Escola Superior de Enfermagem São Francisco das Misericórdias,detcursopi.asp?codc=9500&code=4096,http://maps.google.pt/maps?z=20&t=k&q=loc:38.72448+-9.146054
Enfermagem,Escola Superior de Enfermagem de São José de Cluny,detcursopi.asp?codc=9500&code=4098,http://maps.google.pt/maps?z=20&t=k&q=loc:32.66711+-16.90464
Enfermagem,Escola Superior de Saúde Atlântica,detcursopi.asp?codc=9500&code=4590,http://maps.google.pt/maps?z=20&t=k&q=loc:38.74141+-9.284575
Enfermagem,Escola Superior de Saúde Cruz Vermelha Portuguesa - Alto Tâmega,detcursopi.asp?codc=9500&code=4110,http://maps.google.pt/maps?z=20&t=k&q=loc:41.7811+-7.447647
Enfermagem,Escola Superior de Saúde da Cruz Vermelha Portuguesa - Lisboa,detcursopi.asp?codc=9500&code=4091,http://maps.google.pt/maps?z=20&t=k&q=loc:38.71442+-9.176041
Enfermagem,Escola Superior de Saúde Egas Moniz,detcursopi.asp?codc=9500&code=4106,http://maps.google.pt/maps?z=20&t=k&q=loc:38.6669+-9.200091
Enfermagem,Escola Superior de Saúde da Fundação «Fernando Pessoa»,detcursopi.asp?codc=9500&code=4620,http://maps.google.pt/maps?z=20&t=k&q=loc:41.17316+-8.608274
Enfermagem,Escola Superior de Saúde Jean Piaget de Viseu,detcursopi.asp?codc=9500&code=4103,http://maps.google.pt/maps?z=20&t=k&q=loc:40.73678+-7.939917
Enfermagem,Escola Superior de Saúde Norte da Cruz Vermelha Portuguesa,detcursopi.asp?codc=9500&code=4089,http://maps.google.pt/maps?z=20&t=k&q=loc:40.83691+-8.472358
Enfermagem,Escola Superior de Saúde de Santa Maria,detcursopi.asp?codc=9500&code=4097,http://maps.google.pt/maps?z=20&t=k&q=loc:41.16033+-8.609315
Enfermagem,Instituto Politécnico Jean Piaget do Norte - Escola Superior de Saúde Jean Piaget de Vila Nova de Gaia,detcursopi.asp?codc=9500&code=4626,http://maps.google.pt/maps?z=20&t=k&q=loc:41.07755+-8.635221
Enfermagem,Instituto Politécnico Jean Piaget do Sul - Escola Superior de Saúde Jean Piaget do Algarve,detcursopi.asp?codc=9500&code=4603,http://maps.google.pt/maps?z=20&t=k&q=loc:37.1964+-8.4336
Enfermagem,Instituto Politécnico da Lusofonia - Escola Superior de Saúde Ribeiro Sanches,detcursopi.asp?codc=9500&code=4614,http://maps.google.pt/maps?z=20&t=k&q=loc:38.74674+-9.100184
Enfermagem,Instituto Politécnico de Saúde do Norte - CESPU - Escola Superior de Enfermagem do Tâmega e Sousa,detcursopi.asp?codc=9500&code=4113,http://maps.google.pt/maps?z=20&t=k&q=loc:41.20715+-8.283265
Enfermagem,Instituto Politécnico de Saúde do Norte - CESPU - Escola Superior de Saúde do Vale do Ave,detcursopi.asp?codc=9500&code=4108,http://maps.google.pt/maps?z=20&t=k&q=loc:41.40671+-8.515314
Enfermagem,ISAVE - Instituto Superior de Saúde,detcursopi.asp?codc=9500&code=4460,http://maps.google.pt/maps?z=20&t=k&q=loc:41.63487+-8.350614
Enfermagem,Universidade Católica Portuguesa - Escola de Enfermagem (Lisboa),detcursopi.asp?codc=9500&code=2218,
Enfermagem,Universidade Católica Portuguesa - Escola de Enfermagem (Porto),detcursopi.asp?codc=9500&code=2219,http://maps.google.pt/maps?z=20&t=k&q=loc:41.15398+-8.673013
Enfermagem (entrada no 2.º semestre),Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança,detcursopi.asp?codc=9501&code=7015,http://maps.google.pt/maps?z=20&t=k&q=loc:41.80336+-6.76559
Enfermagem Veterinária,Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança,detcursopi.asp?codc=9085&code=3041,http://maps.google.pt/maps?z=20&t=k&q=loc:41.79774+-6.767192
Enfermagem Veterinária,Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco,detcursopi.asp?codc=9085&code=3051,http://maps.google.pt/maps?z=20&t=k&q=loc:39.82086+-7.46249
Enfermagem Veterinária,Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra,detcursopi.asp?codc=9085&code=3061,http://maps.google.pt/maps?z=20&t=k&q=loc:40.21421+-8.450982
Enfermagem Veterinária,Instituto Politécnico de Portalegre - Escola Superior de Biociências de Elvas,detcursopi.asp?codc=9085&code=3125,http://maps.google.pt/maps?z=20&t=k&q=loc:38.8809+-7.167167
Enfermagem Veterinária,Instituto Politécnico de Santarém - Escola Superior Agrária de Santarém,detcursopi.asp?codc=9085&code=3141,http://maps.google.pt/maps?z=20&t=k&q=loc:39.24965+-8.697347
Enfermagem Veterinária,Instituto Politécnico de Viana do Castelo - Escola Superior Agrária,detcursopi.asp?codc=9085&code=3161,http://maps.google.pt/maps?z=20&t=k&q=loc:41.79271+-8.54231
